;userName;content;step01
3816;Ucok Jhohannes Nababan;Di aplikasinya tidak bisa mengklik tanggal untuk appointment datang ke kantor imigrasi;di aplikasinya tidak bisa mengklik tanggal untuk appointment datang ke kantor imigrasi
3817;dihaz putriningtyas;Loading super lama, error trs, booking tgl selalu full kuota. Mmg kudu manual berantri2 lama di imigrasi kayanya;loading super lama error trs booking tgl selalu full kuota mmg kudu manual berantri lama di imigrasi kayanya
3818;Bhoenster legend;Error' lagi !!!! Ada apa ya;error lagi ada apa ya
3819;Reny Kana pau;Bolak balik instal uninstal sama aja padahal udah langkah ke 7 masukan tanggal dan lokasi kantor imigtasi tapi klo ga timr out yah ga bisa di klik dah mau 3 bulan ginj aja,,trus kita mau bikinnya kapan;bolak balik instal uninstal sama aja padahal udah langkah ke   masukan tanggal dan lokasi kantor imigtasi tapi klo ga timr out yah ga bisa di klik dah mau   bulan ginj aja trus kita mau bikinnya kapan
3820;Amalan Muslim;Sering gagal masuk nya;sering gagal masuk nya
3821;Egyana Yudhistyra;Tidak ada notifikasi yang mengingatkan untuk jadwal pengurusan. . Uang biaya pembuatan paspor hangus.;tidak ada notifikasi yang mengingatkan untuk jadwal pengurusan uang biaya pembuatan paspor hangus
3822;Andi Sianipar;Bukannya membantu malah merepotkan, aneh;bukannya membantu malah merepotkan aneh
3823;Oliver Bumbungan;Di suruh pilih tanggal kedatangan... Ga ada tanggal yg bisa di pilih... Aneh bikin pusing... Mua buat pasport aja ribetnya bukan main pusing...;di suruh pilih tanggal kedatangan ga ada tanggal yg bisa di pilih aneh bikin pusing mua buat pasport aja ribetnya bukan main pusing
3824;rofi_ ahmad;Terima kasih senang pengurusan cepat;terima kasih senang pengurusan cepat
3825;Abdul Azis Maulana;Berengsek nih apk malah time out terus jauh dari kata memuaskan tersendat terus waktu saya terbuang sia-sia ketika dokumen seharusnya bisa selesai hari ini malah kepending jadinya kasih bintang satu kecewa berat saya;berengsek nih apk malah time out terus jauh dari kata memuaskan tersendat terus waktu saya terbuang sia sia ketika dokumen seharusnya bisa selesai hari ini malah kepending jadinya kasih bintang satu kecewa berat saya
3826;Asa Tjiu;Aplikasi parah n gak jelas.... Uda daftar buat permohonan sambung pasport baru surat kk, surat lahir, KTP n dll di akhir milih tanggal malah gak bisa n buat aplikasi slalu try again aja😡😡😡;aplikasi parah gak jelas uda daftar buat permohonan sambung pasport baru surat kk surat lahir ktp dll di akhir milih tanggal malah gak bisa buat aplikasi slalu try again aja
3827;ahen jusuf;Mantap;mantap
3828;Windy Rizky Adriesta;Aplikasi kagak guna malah makin sulit;aplikasi kagak guna malah makin sulit
3829;Bazo Dewa;Kadang eroor;kadang eroor
3830;Evans Yean Alfindo;Gak usah ribet pakai apk ini... Karena sering error.. memang lebih baik, datang ke kantor terus tinggal daftar.. BERES!! APK NGENTOD!!!;gak usah ribet pakai apk ini karena sering error memang lebih baik datang ke kantor terus tinggal daftar beres apk ngentod
3831;HERMAN JAYA;Kenapa applikasi ini susaaaaaaaaah.mf kasih bintang 1;kenapa applikasi ini susaaaaaaaaah mf kasih bintang  
3832;Adi Yohan;sering timeout, tanggal gak di bisa pilih, trus gak ada kuota dll. intinya harus banyak bersabar dgn menggunakan app ini. mohon pihak terkait atas perhatiannya utk app nya agar lbh gampang di gunakan. thx;sering timeout tanggal gak di bisa pilih trus gak ada kuota dll intinya harus banyak bersabar dgn menggunakan app ini mohon pihak terkait atas perhatiannya utk app nya agar lbh gampang di gunakan thx
3833;Parulian Akbar Hutagalung;Hahaha, lawak aplikasi nyaaa... Mempersulit!!;hahaha lawak aplikasi nyaaa mempersulit
3834;Selly Chang;Ngak bisa upload KTP terus eror gitu invalid, gimana developer? Padahal pengen buat passport untuk kepentingan bekerja. Terima Kasih;ngak bisa upload ktp terus eror gitu invalid gimana developer padahal pengen buat passport untuk kepentingan bekerja terima kasih
3835;Maji Dai;Error;error
3836;Dhany Barus;Aplikasi sudah cukup baik tapi masih sering error. Kalau boleh usul, pemilihan tanggal n kantor imigrasi dibuat di awal supaya tidak mubazir mengisi data pribadi yang lengkap tapi sia-sia karena tidak ada tanggal yg tersedia n tidak bisa mengganti pilihan kantor imigrasi. Jadi terpaksa mengulang proses lagi dari awal. Tolong diperbanyak juga kuota per harinya. Semoga kantor Imigrasi sebaik baik pelayanannya di waktu ke depan ..;aplikasi sudah cukup baik tapi masih sering error kalau boleh usul pemilihan tanggal kantor imigrasi dibuat di awal supaya tidak mubazir mengisi data pribadi yang lengkap tapi sia sia karena tidak ada tanggal yg tersedia tidak bisa mengganti pilihan kantor imigrasi jadi terpaksa mengulang proses lagi dari awal tolong diperbanyak juga kuota per harinya semoga kantor imigrasi sebaik baik pelayanannya di waktu ke depan
3837;Khansa Al Qodisiyah;Aplikasi sering error, padahal ini app utk pelayanan masyarakat tapi susah utk diakses, setelah bisa diakses malah tdk update otomatis, tolong diperbaiki lagi sistemnya;aplikasi sering error padahal ini app utk pelayanan masyarakat tapi susah utk diakses setelah bisa diakses malah tdk update otomatis tolong diperbaiki lagi sistemnya
3838;Lidia Sabarina;Tolong lah pak aplikasi ya diperbaiki,dicoba tiap hari,tiap bulan hasil tetap sama gagal coba lagi, Lebih baik antri daripada menunggu bisa pakai aplikasi;tolong lah pak aplikasi ya diperbaiki dicoba tiap hari tiap bulan hasil tetap sama gagal coba lagi lebih baik antri daripada menunggu bisa pakai aplikasi
3839;Roro Londok;M-try again;try again
3840;pejuang subuh;Apa ini gangguan mulu;apa ini gangguan mulu
3841;christian rahmat;Aplikasi tersampah. Ga bisa login. Pemerintah tapi ga ada budget bikin aplikasi bagusan.;aplikasi tersampah ga bisa login pemerintah tapi ga ada budget bikin aplikasi bagusan
3842;Cintya intan permata;apaan sih, pas udh hari h mau pilih tanggal aplny malah suka kek gak ad internet pdhl wifi ku okok aja loh;apaan sih pas udh hari mau pilih tanggal aplny malah suka kek gak ad internet pdhl wifi ku okok aja loh
3843;ilham Syah;"Gajelas bet ni aplikasi, minimal kalo bikin aplikasi tuh di benerin dulu bug"" nya jangandikit"" digital tapi bug nya gadibenerin negri wakanda";gajelas bet ni aplikasi minimal kalo bikin aplikasi tuh di benerin dulu bug nya jangandikit digital tapi bug nya gadibenerin negri wakanda
3844;Nazwa Sabrina;Tolonglah update applk ini yg baik.. Asal. Mau masuk lalap timeout2 mulu ntah kapan timein nya.. Muak x bah;tolonglah update applk ini yg baik asal mau masuk lalap timeout mulu ntah kapan timein nya muak bah
3845;Ghani Sumarna;semakin ribet aja pemerintah bikin apliksi error;semakin ribet aja pemerintah bikin apliksi error
3846;udiin Mhemel;Mantap;mantap
3847;Tika Agustina;Subhanallah, sudah dapat jadwal, nomor billing nya datang lama banget, giliran dibuka keburu kadaluarsa, ngulang lagi, eh jadwal yg tadi sudah penuh, ngundur lagi. Di masa yang sama-sama sibuk ini, saya harap segala aktivitas apalagi terkait registrasi online semoga bisa lebih cepat lagi, percuma online kalau masih saja susah Kalau bisa bagian jadwal tolong di buat sebelah depan, bukan dibagian akhir, jadi bisa mempermudah orang untuk memilih kantor tercepat terdekat yang bisa melayani. Thanks.;subhanallah sudah dapat jadwal nomor billing nya datang lama banget giliran dibuka keburu kadaluarsa ngulang lagi eh jadwal yg tadi sudah penuh ngundur lagi di masa yang sama sama sibuk ini saya harap segala aktivitas apalagi terkait registrasi online semoga bisa lebih cepat lagi percuma online kalau masih saja susah kalau bisa bagian jadwal tolong di buat sebelah depan bukan dibagian akhir jadi bisa mempermudah orang untuk memilih kantor tercepat terdekat yang bisa melayani thanks
3848;rendi rendi;Aplikasi gaa jelas, merepotkan. Orang mau cepat jadi lama;aplikasi gaa jelas merepotkan orang mau cepat jadi lama
3849;Salmi Surva;Aplikasi paling aneh;aplikasi paling aneh
3850;Yofie singodrono;Kasih bintang 2 aja dulu sudah berapa minggu daftar kok penuh terus padahal sistem pembuatan cuma input sama print saja pusing dechh😁😇😇🤦‍♂️🤦‍♂️🤦‍♂️;kasih bintang   aja dulu sudah berapa minggu daftar kok penuh terus padahal sistem pembuatan cuma input sama print saja pusing dechh
3851;Angela Belleviesta;Sering errorrr. Diulng ulang tp time out. Ga pernah review app. Tp klau dah saking jeleknya baru niat mau review. Dah abis kesabaran bgt;sering errorrr diulng ulang tp time out ga pernah review app tp klau dah saking jeleknya baru niat mau review dah abis kesabaran bgt
3852;tatang aji;Cacat;cacat
3853;MJ tainment;Dengan adanya aplikasi tujuannya mempermudah akses pembuatan paspor, tapi kenapa ini aplikasi susah banget di buka jangankan utk daftar di buka aja susah, apa sistem nya belum siap atau gimana? Tolong dong di perbaiki supaya mempermudah;dengan adanya aplikasi tujuannya mempermudah akses pembuatan paspor tapi kenapa ini aplikasi susah banget di buka jangankan utk daftar di buka aja susah apa sistem nya belum siap atau gimana tolong dong di perbaiki supaya mempermudah
3854;Dian Budi Santoso;kode billing lama sekali di kirimnya, menurut saya terlalu berulang memasukan alamat, terus kita tidak bisa melihat kantor mana yang masih kosong sebelum isi data;kode billing lama sekali di kirimnya menurut saya terlalu berulang memasukan alamat terus kita tidak bisa melihat kantor mana yang masih kosong sebelum isi data
3855;Jaga Raksa;Sangat mudah digunakan;sangat mudah digunakan
3856;Wahyu Prasetyo;gagal terus;gagal terus
3857;Begal Rangda;Sangat membantu sekali dengan ada nya aplikasi ini;sangat membantu sekali dengan ada nya aplikasi ini
3858;ryooh;Hahw;hahw
3859;mooheem ap;Eror terus;eror terus
3860;Reky Shahno Indrawan;Kow gak bisa bisa mendaftar. Eror TRUS. Udah berbulan-bulan kayak gini;kow gak bisa bisa mendaftar eror trus udah berbulan bulan kayak gini
3861;Agustinus Lamidi;Sama sekali tidak membantu, malah mempersulit, saya tidak bisa apload dokumen, ber x x saya ulang masih terus diminta, tapi tiada hasil... Anehhhh.... Oleh karena saya kadih 1 bintang saja...;sama sekali tidak membantu malah mempersulit saya tidak bisa apload dokumen ber saya ulang masih terus diminta tapi tiada hasil anehhhh oleh karena saya kadih   bintang saja
3862;Pandu;Kalah canggih sama pou 🤭🤭;kalah canggih sama pou
3863;Dasum Dasum (abdulah);Tidak dapat mendownload surat pengantar menuju kanim,tolong di perbaiki;tidak dapat mendownload surat pengantar menuju kanim tolong di perbaiki
3864;hasan Cantik;Sangat menghemat waktu;sangat menghemat waktu
3865;Muhammad surya;Mau bikin paspor biar kabur dari indo aja di persulit heran, buruan di perbaiki woi gua ga tahan sama negri wakanda ini;mau bikin paspor biar kabur dari indo aja di persulit heran buruan di perbaiki woi gua ga tahan sama negri wakanda ini
3866;prama wiratama;maaf, perlu banyak perbaikan;maaf perlu banyak perbaikan
3867;Erni Arbaah;Abis di update bukan tambah bagus malah tambah bermasalah..uda jauh2 ngisi data...pas langka ke 5 di data tambahan pemohon ga bisa di klik provinsi Dll nya..;abis di update bukan tambah bagus malah tambah bermasalah uda jauh ngisi data pas langka ke   di data tambahan pemohon ga bisa di klik provinsi dll nya
3868;Wahyudi Pratama Pallao;Mantap;mantap
3869;Keira Sachi;Percuma pakai aplikasi ini. kirim OTP sesuai aja masih gak mau masuk. berulang kali dicoba dan komplen ke bagian customer service sampai skrg gak ad respon dan tindak lanjut.;percuma pakai aplikasi ini kirim otp sesuai aja masih gak mau masuk berulang kali dicoba dan komplen ke bagian customer service sampai skrg gak ad respon dan tindak lanjut
3870;Grace L;RIP app g guna, mempersulit iya , banyak jalur od jdinya🤌;rip app guna mempersulit iya banyak jalur od jdinya
3871;Sitilok Ket;Tidak bisa diharapkan login tidak bisa milih tanggal penuh tolong dibagusin lah;tidak bisa diharapkan login tidak bisa milih tanggal penuh tolong dibagusin lah
3872;Atung Sei Ayak;Sangat berguna aplikasi seperti ini;sangat berguna aplikasi seperti ini
3873;khairil chandra;Aplikasih nya kurang bagus, kebanyakan eror/tidak menanggapi.;aplikasih nya kurang bagus kebanyakan erortidak menanggapi
3874;Komang Yuliani;Bikin aplikasi ngawur biar anggaran negara keluar aja, tanggal gak bisa dipilih , aplikasi Formalitas;bikin aplikasi ngawur biar anggaran negara keluar aja tanggal gak bisa dipilih aplikasi formalitas
3875;Yenny Hutabarat;Aplikasi nya sering error' dari pada normal nya;aplikasi nya sering error dari pada normal nya
3876;ARIF HARYA;Mantap aplikasinya. Hanya untuk ngeprint Bukti pembayaran tidak bisa;mantap aplikasinya hanya untuk ngeprint bukti pembayaran tidak bisa
3877;Ratri Suyani;Sering banget error' ga bisa buka aplikasi.... Hadeuhhhh;sering banget error ga bisa buka aplikasi hadeuhhhh
3878;Septa Cladia;Ga ngerti lagi sama ini aplikasi, masa kualitasnya gini bgt, kemarin mau daftarin paspor aja ngulang berulang kali stepnya karna eror terus, pas uda bisa malah ga bisa download surat pengantarnya, masalahnya kan itu surat perlu dibawa waktu ke kantor imigrasi, lah klau ga bisa di download gimana mau ngeprintnya, tolong dong solusinya, app yg diperbaiki lagi kualitasnya, masalahnya ini kan penting gitukan kok gini sih, kecewa parah sih;ga ngerti lagi sama ini aplikasi masa kualitasnya gini bgt kemarin mau daftarin paspor aja ngulang berulang kali stepnya karna eror terus pas uda bisa malah ga bisa download surat pengantarnya masalahnya kan itu surat perlu dibawa waktu ke kantor imigrasi lah klau ga bisa di download gimana mau ngeprintnya tolong dong solusinya app yg diperbaiki lagi kualitasnya masalahnya ini kan penting gitukan kok gini sih kecewa parah sih
3879;joni effendi;Buruk sekali, aplikasi sekelas imigrasi kalah sama candycrush;buruk sekali aplikasi sekelas imigrasi kalah sama candycrush
3880;Vynna Ardyana;Mau urus paspor harus lewat aplikasi ini dulu sedangkan kuota pembuatan paspor tiap harinya full trs . Ke kantor imigrasi jg gk bisa . Ribet bgt;mau urus paspor harus lewat aplikasi ini dulu sedangkan kuota pembuatan paspor tiap harinya full trs ke kantor imigrasi jg gk bisa ribet bgt
3881;Suyono KU;Aplikasi tdk bisa pilih tanggal kedatangan;aplikasi tdk bisa pilih tanggal kedatangan
3882;damai;Laknat;laknat
3883;Bogeel;aplikasi sampah;aplikasi sampah
3884;Ganda Ganda;niat bikin aplikasi gak sih? kok gak bisa dibuka mulu;niat bikin aplikasi gak sih kok gak bisa dibuka mulu
3885;Mohammad Zamir Maula;Gak niat;gak niat
3886;Alfian Listiyo Wibowo;Baru download, mau bikin akun, gagal terus. Request time out teruss;baru download mau bikin akun gagal terus request time out teruss
3887;Fikki Rian Irawan;Connection closed terus nih;connection closed terus nih
3888;Gagas Tri;Saya sudah berkali kali gagal karena kode billing tidak muncul saya tidak bisa membayar tiba tiba saja permohonan sudah hhangys. Saya mohon solusi nya;saya sudah berkali kali gagal karena kode billing tidak muncul saya tidak bisa membayar tiba tiba saja permohonan sudah hhangys saya mohon solusi nya
3889;Rany Indah;Sudah 1 bulan daftar aplikasi ini tidak bisa terus dengan berbagai email tidak valid atau nomer telepon sudah digunakan padahal saya baru pertama kali daftar ke apk m paspor, kalau kaya gini gimana mau perpanjang paspor, lebih baik kalau begini balik offline seperti dulu;sudah   bulan daftar aplikasi ini tidak bisa terus dengan berbagai email tidak valid atau nomer telepon sudah digunakan padahal saya baru pertama kali daftar ke apk paspor kalau kaya gini gimana mau perpanjang paspor lebih baik kalau begini balik offline seperti dulu
3890;nurdi cirebon;Oke;oke
3891;bawal putih;Aplikasi sering error meski jaringan internet bagus tetap tidak bisa masuk dan di gunakan mohon di perbaiki applikasi nya agar m-passport semakin baik kedepannya.;aplikasi sering error meski jaringan internet bagus tetap tidak bisa masuk dan di gunakan mohon di perbaiki applikasi nya agar passport semakin baik kedepannya
3892;Muhamad Taufiqul Naufal;Aplikasi tolol sampah lawak, gaji doang gede, kinerja nol besar minus juga, APLIKASI SAMPAH TIDAK BERGUNA;aplikasi tolol sampah lawak gaji doang gede kinerja nol besar minus juga aplikasi sampah tidak berguna
3893;Muhammad Muchlis;"Verfikasi gk di kirim"" melalui email...";verfikasi gk di kirim melalui email
3894;Medalia fransisca;Aplikasinya sudah bagus tapi kuotanya selalu penuh. Mudah-mudahan kedepannya nanti kuota tidak selalu penuh lagi sehingga memudahkan orang dalam pembuatan paspor dan mengurangi calo.;aplikasinya sudah bagus tapi kuotanya selalu penuh mudah mudahan kedepannya nanti kuota tidak selalu penuh lagi sehingga memudahkan orang dalam pembuatan paspor dan mengurangi calo
3895;jelly lilly;Cara download bukti pendaftaran gak bisa. Bagaimana ya min. Kok erorr trs;cara download bukti pendaftaran gak bisa bagaimana ya min kok erorr trs
3896;Orang Utan;Mengapa tidak bisa diakses Min? Ternyata apabila eror harus logout n login kembali. Makasih Min 🙏;mengapa tidak bisa diakses min ternyata apabila eror harus logout login kembali makasih min
